"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_cfgWeapons_real_CZ611","Compact selective-fire submachine gun, fed from a detachable magazine. Often used as a sidearm. Uses .380 ACP rounds.","Compact selective-fire submachine gun, fed from a detachable magazine. Often used as a sidearm. Uses .380 ACP rounds.","Kompaktní samopal s možností volby režimu střelby. Munice dodávána odnímatelným zásobníkem. Často je ve výbavě jako záložní zbraň a používá munici .380 ACP","Kompakte Maschinenpistole mit selektivem Feuer und abnehmbarem Magazin. Wird oft als Zweitwaffe geführt. Nutzt .380 ACP-Munition.","Компактный пистолет-пулемет с переводчиком режимов огня и съемным магазином. Часто используется как вторичное оружие. Использует патроны калибра .380 ACP.","Kompaktowy pistolet maszynowy z przełącznikiem ognia i magazynkiem zewnętrznym. Często używany jako broń zapasowa. Strzela amunicją .380 ACP.","Compact selective-fire submachine gun, fed from a detachable magazine. Often used as a sidearm. Uses .380 ACP rounds.","Mitra compatto con selettore di fuoco e alimentazione mediante un caricatore estraibile. Utilizzato spesso come arma da fianco. Utilizza munizioni calibro .380 ACP.","Metralleta de fuego selectivo compacta, alimentada por un cargador desmontable. Se suele utilizar como arma secundaria. Usa proyectiles de .380 ACP.","Un pistolet mitrailleur compact avec différents modes de tir accueillant un chargeur amovible de calibre .380 ACP. Sert souvent d'arme secondaire.","可選射擊模式的精簡機關槍，以可拆卸的彈匣供彈。常被當作配槍使用。使用 .380 ACP 子彈。","取り外し可能なマガジンから装填する、コンパクトなセレクティブファイア機能の短機関銃。頻繁にサイドアームとして使用される。.380 ACP 弾薬を使う。","Submetralhadora compacta de fogo seletivo, alimentada por um carregador destacável. Frequentemente usada como arma secundária. Usa munições calibre .380 ACP.","从可拆卸弹匣送弹的小型选射冲锋枪。通常用作随身武器。使用 .380 ACP 子弹。",
"STR_cfgWeapons_real_CZ750","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75",
"STR_cfgWeapons_real_CZ751","Semi-automatic pistol, fed from a detachable magazine. Popular due to good quality and affordable price. Uses 9x19mm rounds.","Semi-automatic pistol, fed from a detachable magazine. Popular due to good quality and affordable price. Uses 9x19mm rounds.","Poloautomatická pistole. Munice dodávána odnímatelným zásobníkem. Díky dobré kVALitě a dostupné ceně je to velmi oblíbená zbraň. Používá munici 9x19 mm.","Halbautomatische Pistole mit abnehmbarem Magazin. Beliebt aufgrund ihrer guten Qualität und Erschwinglichkeit. Nutzt 9x19mm-Munition.","Полуавтоматический пистолет со съемным магазином. Популярен благодаря хорошему качеству и доступной цене. Использует патроны калибра 9x19 мм.","Półautomatyczny pistolet z zewnętrznym magazynkiem. Popularny ze względu na stosunek ceny do jakości. Strzela amunicją 9x19 mm.","Semi-automatic pistol, fed from a detachable magazine. Popular due to good quality and affordable price. Uses 9x19mm rounds.","Pistola semiautomatica con alimentazione a caricatore estraibile. Popolare grazie alla buona qualità e al prezzo accessibile. Utilizza munizioni calibro 9x19 mm.","Pistola semiautomática que usa un cargador desmontable. Popular debido a su buena calidad y a su precio asequible. Usa proyectiles de 9x19 mm.","Un pistolet semi-automatique avec chargeur amovible de calibre 9x19 mm. Populaire en raison de son rapport qualité/prix avantageux.","半自動式手槍，以可拆卸的彈匣供彈。因為品質優良且價格低廉而廣受歡迎。使用 9x19mm 子彈。","取り外し可能なマガジンから装填する、セミオート式ピストル。良質でお手頃価格なため人気。9x19mm 弾薬を使う。","Pistola semiautomática, alimentada a partir de um carregador destacável. Popular devido à boa qualidade e preço acessível. Usa munições calibre 9x19mm.","从可拆卸弹匣送弹的半自动手枪。因物美价廉而深受欢迎。使用 9x19mm 子弹。",
"STR_cfgWeapons_real_DE0","Desert Eagle","Desert Eagle","Desert Eagle","Desert Eagle","Desert Eagle","Desert Eagle","Desert Eagle","Desert Eagle","Desert Eagle","Desert Eagle","Desert Eagle","Desert Eagle","Desert Eagle","Desert Eagle",
"STR_cfgWeapons_real_DE1","Large, semi-automatic pistol, fed from a detachable magazine. Equipped with railed barrel, it hits way above its weight. Uses .357 rounds.","Large, semi-automatic pistol, fed from a detachable magazine. Equipped with railed barrel, it hits way above its weight. Uses .357 rounds.","Velká poloautomatická pistole s municí dodávanou odnímatelným zásobníkem. Zbraň je opatřena hlavní s lištou a dokáže napáchat daleko větší škody, než by se mohlo zdát. Používá munici .357.","Große, halbautomatische Pistole mit abnehmbarem Magazin und Schiene am Lauf. Diese Waffe ist wesentlich stärker als andere Pistolen. Nutzt .357-Munition.","Большой полуавтоматический пистолет со съемным магазином. Оснащен специальным наствольным рельсовым креплением и наносит сокрушительный урон. Использует патроны калибра .357.","Duży, półautomatyczny pistolet z zewnętrznym magazynkiem i lufą z szyną. Dysponuje pokaźną siłą rażenia jak na swoje gabaryty. Strzela amunicją .357.","Large, semi-automatic pistol, fed from a detachable magazine. Equipped with railed barrel, it hits way above its weight. Uses .357 rounds.","Pistola grande semi-automatica, con alimentazione mediante un caricatore estraibile. È dotata di una canna con scanalatura ed è molto potente per le sue dimensioni. Utilizza munizioni calibro .357.","Una gran pistola semiautomática que se alimenta de un cargador desmontable. Cuenta con un cañón con enganches e inflige un daño muy por encima de su peso. Usa proyectiles de .357.","Grand pistolet semi-automatique calibre .357 à chargeur amovible. Doté d'un canon à rail, son rapport poids/puissance est imbattable.","大型半自動手槍，使用可拆卸式彈匣供彈。配備有軌道槍管，且具有超乎意料的巨大傷害威力。。使用 .357 彈藥。","取り外し可能なマガジンから装填する、大きなセミオート式ピストル。レール付き銃身が取り付けられており、重量がはるかに重い物にも当たる。.357 の弾薬を使う。","Pistola semiautomática grande, alimentada por um carregador destacável. Equipada com trilhos no cano, tem um disparo de muito mais potência do que seu peso indica. Usa munições calibre .357.","采用可拆卸弹匣送弹的大型半自动手枪。由于装备了轨道式枪管，具有与其外表不成比例的超大威力。使用 .357 子弹。",
"STR_cfgWeapons_real_Derringer_Base0","Derringer","Derringer","Derringer","Derringer","Дерринджер","Derringer","Derringer","Derringer","Derringer","Derringer","Derringer","デリンジャー","Derringer","Derringer",
"STR_cfgWeapons_real_Derringer_Base1","Double-barreled break-action pistol. Combines compact dimensions and powerful ammunition. Uses .357 rounds.","Double-barreled break-action pistol. Combines compact dimensions and powerful ammunition. Uses .357 rounds.","Dvouhlavňová zlamovací pistole. Snoubí kompaktní rozměry s výkonnou municí. Používá náboje ráže .357.","Doppelläufige Kipplauf-Pistole. Vereint eine kompakte Konstruktion mit kraftvoller Munition. Nutzt .357-Munition.","Двуствольный пистолет с переломным затвором. Сочетает в себе компактные размеры и мощный боеприпас. Использует патроны калибра .357.","Łamany, dwulufowy pistolet. Łączy niewielkie wymiary z potężną amunicją .357.","Double-barreled break-action pistol. Combines compact dimensions and powerful ammunition. Uses .357 rounds.","Pistola basculante a doppia canna, potente e dalle dimensioni compatte. Utilizza munizioni calibro .357.","Una pistola de doble cañón basculante. Combina un tamaño compacto con una munición potente. Emplea proyectiles de .357.","Pistolet double canon, à chargement entièrement manuel. Il est compact, mais utilise de puissantes munitions de calibre .357.","雙管中折式手槍，外形小巧但威力強大。使用 .357 彈藥。","中折式の二連ピストル。コンパクトなサイズだが、強力な弾薬を撃ち出せる。.357 弾薬を使う。","Pistola de cano duplo com ação basculante. Une dimensões compactas com munição poderosa. Usa munições calibre .357.","双管中折式手枪；结合紧凑的外形和强大的弹药。使用 .357 子弹。",
"STR_cfgWeapons_real_Engraved19110","Engraved Colt M1911","Engraved Colt M1911","Vyryto Colt M1911","Graviert Colt M1911","Colt M1911 c pиcyhkom","Grawerowany Colt M1911","Vésett Colt M1911","Colt M1911 inciso","Grabado Colt M1911","Gravé Colt M1911","刻Colt M1911","刻印 Colt M1911","Gravado Colt M1911","刻Colt M1911",
"STR_cfgWeapons_real_Engraved19111","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Poloautomatická pistole s municí dodávanou odnímatelným zásobníkem. Tento model se pyšní rytinou od neznámého umělce. Používá munici .45 ACP.","Halbautomatische Pistole mit abnehmbarem Magazin. Diese Variante wurde von einem unbekannten Künstler mit einer Gravur versehen. Nutzt .45 ACP-Munition.","Полуавтоматический пистолет со съемным магазином. Имеет гравировку неизвестного автора. Использует патроны калибра .45 ACP.","Półautomatyczny pistolet z zewnętrznym magazynkiem. Ta wersja została wygrawerowana przez nieznanego artystę. Strzela amunicją .45 ACP.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Pistola semi-automatica con alimentazione mediante un caricatore estraibile. Le incisioni di questa variante sono state realizzate da un artista sconosciuto. Utilizza munizioni calibro .45 ACP.","Una pistola semiautomática con cargador desmontable. Esta en concreto tiene un grabado de autor desconocido. Emplea proyectiles .45 ACP.","Un pistolet semi-automatique avec chargeur amovible de calibre .45 ACP. Cet exemplaire a été gravé par un artiste inconnu.","半自動步槍，使用可拆式彈匣送彈。這種版本上有著未知名藝術家的雕刻。使用 .45 ACP 子彈。","取り外し可能なマガジンから装填する、セミオート式ピストル。この派生型は不明なアーティストによって刻印されている。.45 ACP 弾薬を使う。","Pistola semiautomática, alimentada a partir de um carregador destacável. Esta variante foi entalhada por um artista desconhecido. Usa munições calibre .45 ACP.","使用可拆卸弹匣送弹的半自动手枪。此变款经过一位不知名的艺术家雕刻。使用.45 ACP子弹。",
"STR_cfgWeapons_real_FAL0","FN FAL","FN FAL","FN FAL","FN FAL","FN FAL","FN FAL","FN FAL","FN FAL","FN FAL","FN FAL","FN FAL","FN FAL","FN FAL","FN FAL",
"STR_cfgWeapons_real_FAL1","Selective-fire battle rifle, fed from a detachable magazine. Open for customization with attachments. Uses .308 WIN rounds.","Selective-fire battle rifle, fed from a detachable magazine. Open for customization with attachments. Uses .308 WIN rounds.","Bojová puška s možností volby režimu střelby. Munice dodávána odnímatelným zásobníkem, dá se upravit pomocí doplňků. Používá munici .308 WIN.","Kampfgewehr mit selektivem Feuer und abnehmbarem Magazin. Kann durch Zubehör erweitert werden. Nutzt .308 WIN-Munition.","Автоматическая винтовка с переводчиком режимов огня и съемным магазином. Поддерживает установку дополнительных приспособлений. Использует патроны калибра .308 WIN.","Karabin bojowy z przełącznikiem ognia i uniwersalnym magazynkiem zewnętrznym. Można go łatwo rozbudować o akcesoria. Strzela amunicją .308 WIN.","Selective-fire battle rifle, fed from a detachable magazine. Open for customization with attachments. Uses .308 WIN rounds.","Fucile da battaglia con selettore di fuoco e alimentazione a caricatore estraibile. Può essere personalizzato con degli accessori. Utilizza munizioni calibro .308 WIN.","Fusil de combate de fuego selectivo, que se alimenta de un cargador desmontable. Permite la personalización con accesorios. Usa proyectiles de .308 WIN.","Un fusil d’assaut avec différents modes de tir, accueillant un chargeur amovible de calibre .308 WIN. Personnalisable grâce aux accessoires.","可選射擊模式的戰鬥步槍，以可拆卸的彈匣供彈。可加裝自訂配件。使用 .308 WIN 子彈。","取り外し可能なマガジンから装填する、セレクティブファイア機能のバトルライフル。アタッチメントでカスタマイズが可能。.308 WIN 弾薬を使う。","Fuzil de combate de fogo seletivo, alimentado por um carregador destacável. Aceita personalização com anexos. Usa munições calibre .308 WIN.","从可拆卸弹匣送弹的选射战斗步枪。可用附件进行定制。使用 .308 WIN 子弹。",
